Title,Company,City,Salary,Summary,AverageSalary,Higher_Salary,Category,City_RichmondVA,City_LincolnNE,City_TampaFL,City_AnnArborMI,City_NewYorkNY,City_SaltLakeCityUT,City_SanFranciscoCA,City_PhoenixAZ,City_SeattleWA,City_WashingtonDC,Summary_analyst,Summary_architect,Summary_data,Summary_intelligence,Summary_business,Summary_engineer,Summary_analysis,Summary_big,Summary_research,Summary_architecture,Company_WiproLTD,Company_CreditAcceptance,Company_UniversityofUtah,Company_RallyHealth,Company_LosAngelesHomelessServicesAuthority,Company_KingCounty,Company_LogicRule,Company_USDepartmentofJustice,Company_AbbottLaboratories,Company_CapitalOne
"Senior Associate - Business Analytics, TMT",PwC,"Chicago, IL",None,"Enterprise data management, data warehousing and/or business intelligence; Creating business intelligence from data requires an understanding of the business ,...",71068.106152059,0,C,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst - Digital Marketing,CDK Global,"Detroit, MI",None,"BA/BS in a business or technical field; Comfortable working with stakeholders, understanding business requirements and delivering results....",69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst, Apple Media Products - Business Intelligence",Apple,"Santa Clara Valley, CA",None,"3+ years of experience in a Business Intelligence or Data Analyst role, preferably for an app or digital subscription business ....",69923.12253253056,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Report Analyst,CGI,"Baton Rouge, LA",None,It is an extraordinary time to be in business . Be part of building one of the largest independent technology and business services firms in the world....,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI (Business Intelligence) Developer,"Insight Enterprises, Inc.","St. Louis, MO",None,Design Business Intelligence solutions to meet the client's business requirements. What Our Business Intelligence Developers Do....,69923.12253253056,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Associate,"Surgical Information Systems, LLC","Alpharetta, GA",None,"Review, analyze and evaluate business intelligence requirements. The SIS product suite is built specifically for the perioperative environment and includes...",70120.3891079482,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence (BI) Data Analyst,OUTFRONT media,"New York, NY",None,"Oracle Business Intelligence experience (OBIEE, BICS, OAC) preferred. 2+ years previous experience with business intelligence technology solutions....",71440.03751945445,0,I,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst- Junior - Full Time Day,Anne Arundel Medical Center,"Annapolis, MD",None,Gains a detailed understanding of the business operations driving analytics needs. Learns to become proficient in developing reports and analytical tools using...,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUSINESS INTELLIGENCE ANALYST - AUDIT AND COMPLIANCE,UNC Health Care,"Chapel Hill, NC",None,Communication and relationships The BIA acts a key Business Intelligence & Analytics liaison for Compliance leadership ....,72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Intern,IGT,"Providence, RI",None,The Business Applications group at IGT is seeking a full-time business intelligence intern for the summer of 2018....,70120.3891079482,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst / Reporting Analyst,The CARIAN Group,"Piscataway, NJ",None,"Business Intelligence , Crystal Reports, SQL Reporting Services, P6 Analytics. Evaluate and review business needs; Business Analyst / Reporting Analyst....",69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tableau Business Intelligence Reporting Engineer,JP Morgan Chase,"Plano, TX",None,"7+ years Business Intelligence tool experience (preferably Teradata. Experience/understanding of business process reengineering and business modeling concepts,...",67608.08364591327,0,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultant – BI & Analytics,Softthink Solutions,"Herndon, VA",None,Get business requirement from finance and business team and transform them into data and reports. Softthink Solutions is seeking a highly motivated and result...,70908.54176338225,0,G,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst Sr.,DentaQuest,"Milwaukee, WI",None," Knowledge of Business Intelligence applications (SSRS, Power BI, Cognos, Business Objects). Coordinate and oversee all Business Intelligence activities...",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Job Post Information* : External Company URL IT Intern - Business Intelligence,The David J. Joseph Company,"Cincinnati, OH",None,DJJ has an exciting opportunity for an IT Business Intelligence Intern for our Downtown Cincinnati Office. Students will participate and function as a member of...,72549.68562648966,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL/Business Intelligence Engineer,Copart,"Dallas, TX",None,Copart is seeking a talented SQL/ Business Intelligence Engineer to join our Business Intelligence team. Copart's Business Intelligence team operates as our R&D...,72549.68562648966,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Internship-Business Intelligence Analyst for Travel Search,Amadeus,"Boston, MA",None,Create powerful visualizations to ease business decisions. Identify and propose useful KPIs for the business ....,69923.12253253056,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Zions Bancorporation,"Phoenix, AZ",None,"Zions Bancorporation is seeking a Business Intelligence Analyst to join our Enterprise Business Intelligence department in Phoenix, AZ or Salt Lake City, UT....",72549.68562648966,0,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consulting Deal Desk Analyst - US Remote - Symantec,Symantec,Oregon,None,"Provide business intelligence regarding contracts i.e., trend analysis on productivity (deal bids), margins, rates, service offerings....",75279.40580493645,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VP- Business Intelligence,GECU,"El Paso, TX",None,"Eight (8+) years’ experience in Business Intelligence or Data Analytics. Lead the Business Intelligence team responsible for designing, developing, testing, and...",72549.68562648966,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Technology Analyst,ZS Associates,"Princeton, NJ",None,"BUSINESS TECHNOLOGY ANALYST. Experience in business intelligence and visualization technologies such as Spotfire, Tableau, and HTML5/JS....",70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,"Attain, LLC","Washington, DC",None,"2+ years' experience as a functional Business Intelligence Analyst. Previous experience with Business Intelligence tools is highly desirable e.g. MicroStrategy,...",73240.58736787453,0,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Small Business Consultant-Miami Beach, FL (Bi",Bank of America,"Miami, FL",None,"Has demonstrated experience and proven success with business to business sales, or small business banking....",69923.12253253056,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vice President of Analytics,Epsilon,"Plano, TX",None,Coordinate and deliver a broad range of business intelligence for clients. Communicate and engage with key internal business partners and Epsilon clients to...,70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analyst, Enterprise Data Management",Hyundai Capital America,"Irvine, CA",None,Develop summarized Data Governance / Data Quality analysis and dashboards using Business Intelligence reporting....,75220.40977300315,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer,"MacAllister Machinery Company, Inc.","Indianapolis, IN",None,"Design and develop business intelligence , data warehousing, and reporting solutions as an individual and/or a team....",71068.106152059,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Operations Analyst / Power BI Developer,Ecolab,"Naperville, IL",None,"This position will be expected to understand Nalco Water’s various customer programs and act as a business partner to the finance, marketing, and sales teams...",69923.12253253056,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer,Universal Electronics,"Scottsdale, AZ",None,At least 2 years of Business Intelligence development experience. Ensures that Business Intelligence services meet the required service support levels....,72549.68562648966,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Analytics Intern,Energizer,"St. Louis, MO",None,Coordinate and manage one or more small IT project(s) in the area of Business Intelligence and Analytics....,72549.68562648966,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intelligence Analyst, JAST",CACI,"Reston, VA",None,"As required, you will interact directly with the deployed intelligence consumer during the development of intelligence products to meet unit and subordinate...",72592.83758322042,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI Business Analyst,"Insight Enterprises, Inc.","St. Louis, MO",None,"What Our Business Intelligence Business Analysts Do. Today, every business is a technology business . 3+ years of related experience in business analytics,...",69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Intelligence & Analytics, Project",the NBA,"Secaucus, NJ",None,The Accounting/Finance Project Employee will provide accounting support in many aspects of the business and gain valuable experience and knowledge of the inner...,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Developer (Business Intelligence and Analytics),Epsilon,"San Diego, CA",None,"6+ years of pure, hands on Business Intelligence Solutions comprising data warehouses, data marts development experience, including Star schemas and Snowflake...",70866.58877239976,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DWH-Business Intelligence, DWH-Business Intelligence-Lead",Wipro LTD,"Mountain View, CA",None,DWH- Business Intelligence DWH- Business Intelligence . Key skills required for the job are:....,72549.68562648966,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Business Intelligence Consultant,SCL Health,"Broomfield, CO",None,"As a Business Intelligence Consultant you need to know how to:. You bring your body, mind, heart and spirit to your work as Business Intelligence Consultant....",72549.68562648966,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Process Analyst,Penn State University,"University Park, PA",None,"Penn State is seeking an ambitious, motivated Business Process Analyst to join our Business Intelligence team....",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence (BI) Developer,Logistics Management Institute,"Mechanicsburg, PA",None,LMI is currently looking for a Business Intelligence (BI) Developer to create and manage BI and analytics solutions that turn data into knowledge....,70866.58877239976,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Decision Support Business Intelligence Analyst I,Beaumont Health,"Royal Oak, MI",None,"Business Intelligence Analyst I. Closely mentored and trained by higher level Business Intelligence Analysts, Clinical Analytics....",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraud Intelligence Analyst,First Data,United States,None,Fraud Intelligence Analyst - (2480580). Exploit current accesses and develop new accesses to intelligence sources....,72592.83758322042,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Analyst, Velocity",Google,"Mountain View, CA",None,"Design, develop and project manage complete traditional business intelligence , statistical and other advanced analyses and projects end to end....",70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETL & Business Intelligence Developer,Lahey Health,"Woburn, MA",None,"Business process workflows, functional requirements documents; Lahey Health Shared Servicesis a vibrant and growing health care system, recognized as a...",72549.68562648966,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Woodard & Curran,"Providence, RI",None,"As part of our team, the candidate will be tasked to design and deliver Business Intelligence (BI) solutions, including report design and automation, data...",70866.58877239976,0,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal BI Developer,KBR,"Houston, TX",None,"A minimum of 5 years of experience working with Oracle Business Intelligence (BI Answers, BI Publisher, RPD)....",72549.68562648966,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Business Intelligence Analyst,"Amazon.com Services, Inc.","Seattle, WA",None,Understand high-level business objectives and continually align work with those objectives to meet needs of business ....,70290.46653253055,0,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Wayfair,"Boston, MA",None,"At their core, Business Intelligence Analysts at Wayfair are strong in quantitative analysis, enjoy coding but also want to balance that with their interest in...",75220.40977300315,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Sparrow Health System,"Lansing, MI",None,"The Business Intelligence Analyst works in a fast paced, changing health care environment. Administration, business intelligence , clinical, facilities, finance,...",70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Manager,Drake University,"Des Moines, IA",None,"Reporting to the Director of Institutional Research and Assessment, the Business Intelligence Manager will join a collaborative team to improve data-informed...",70866.58877239976,0,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Developer (Business Intelligence and Analytics),AllianceData,"San Diego, CA",None,"6+ years of pure, hands on Business Intelligence Solutions comprising data warehouses, data marts development experience, including Star schemas and Snowflake...",70866.58877239976,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,NewRez,"Plymouth Meeting, PA",None,The Business Intelligence Analyst will build adhoc and production ready reports and provide analytic insights to the business ....,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI Developer (SQL),Medxcel,"Indianapolis, IN",None,We are looking for a Business Intelligence Developer who will simplify the data. The Business Intelligence Developer has primary responsibility for developing...,70866.58877239976,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power BI Data Analyst,Advaiya,"Seattle, WA",None,All required business KPIs. Work with report stakeholders to understand their business needs and create reports and visualizations based on business needs....,70290.46653253055,0,I,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Specialist,Traction on Demand,"Dayton, OH",None,"Experience implementing a business intelligence tool (ex.Cognos, Tableau, Qlik, Oracle). As a Business Intelligence Specialist, you will work closely with our...",70120.3891079482,0,J,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer (SSAS),National General Insurance,"Nashville, TN",None,6+ years or Business Intelligence experience. Responsible for leading a Business Intelligence development team to support the analytical needs of the business ....,69923.12253253056,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead BI Analyst,Signode Industrial Group,"Glenview, IL",None,10+ years of functional business knowledge across multiple business functions. ERP Lead BI ( Business Intelligence ) Analyst....,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Business Intelligence",Rapid7,"Boston, MA",None,Provide recommendations to Business Intelligence leadership on best practices and the continual improvement in business intelligence & advanced analytics at...,70120.3891079482,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Services Summer Internship,State Street,"Boston, MA",None,Presentation Skills for Business . Quantitative Analysis of Business Data. How to manage business projects from start to finish....,69923.12253253056,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst 2,"Mitchell International, Inc.","San Diego, CA",None,We are seeking an experienced business intelligence analyst to join our Casualty Solutions Group. Partner with internal customers to understand business needs....,70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analytics Analyst - Strategic Analytics - Full Time - 8 Hour - Days,John Muir Health,"Walnut Creek, CA",None,"Information Technology - Business Intelligence Software Preferred. Business and financial modeling. Strong interest in Analytics, Business Intelligence and Data...",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Report Writer and Data Analytics Coordinator,Chosen Foods,"San Diego, CA",None,"Source data for company's Business Intelligence Software. The Chosen Foods story began five years ago with the launch of our Avocado Oil, a revolutionary...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Bird Rides Inc.,"Santa Monica, CA",None,"High growth technology, strategy consulting, business intelligence , investment banking/private equity background....",70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer,Mindshare,"New York, NY",None,"Senior Business Intelligence Developer. The Senior Business Intelligence Developer plays a key role in providing day-to-day management, and analytic support for...",73819.63637721233,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer - Business Intelligence,Bloomberg,"Princeton, NJ",None,"Familiarity with Business Intelligence tools like QlikSense (Preferred), Tableau, Cognos. As an owner of what we build, you will advocate for our Business ...",72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Analyst – Data, Mobility Business Group",Ford Motor Company,"Palo Alto, CA",None,"High growth, technology management consulting, or business intelligence background preferred. Develop business requirements, understand impacts and identify...",70120.3891079482,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer,KSM Consulting,"Indianapolis, IN",None,You will work with business analysts to translate business requirements into data models for visualization deployment....,70908.54176338225,0,F,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Engineer - World-Wide Advertising,"Amazon.com Services, Inc.","Seattle, WA",None,"Amazon seeks an advertising customer insights and metrics analyst to be a key partner for Amazon’s Performance Advertising business , a high-growth Advertising...",70290.46653253055,0,D,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power BI Developer,Technomile,"McLean, VA",None,"Knowledge of Analytic/ Business Intelligence tools such as SSRS, Tableau etc. Technomile is looking for 2+ years experience in report development using Power Bi...",72549.68562648966,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Developer - Consumer Reporting & Incentives,Regions Bank,"Birmingham, AL",None,"At Regions, the Business Intelligence Developer handles the development, maintenance, integration, data governance, and data reporting for Business Intelligence ...",70866.58877239976,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analytics and Business Intelligence Manager,ASTM International,"Conshohocken, PA","$89,000 - $119,000 a year","The Analytics and Business Intelligence Manager is responsible for the design, development and implementation of ASTM’s Analytics, Business Intelligence and...",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence (BI) Specialist,Superior Plus Propane,"Norristown, PA",None,"This includes data visualization design best practices, analyzing Business Intelligence (BI) system-related problems and opportunities;...",70866.58877239976,0,J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst Sr.,XPO Logistics,"Ann Arbor, MI",None,"Collaborate with business process owners to gather, interpret and troubleshoot different pieces of data to improve the technology-enabled critical business ...",70908.54176338225,0,C,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigations Intelligence Sr. Analyst,Citi,"Tampa, FL",None,The Global Intelligence & Analysis (GIA) program within Citi Security & Investigative Services (CSIS) combines a specialized global intelligence research and...,72571.01570015591,0,C,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SQL Server - Data Warehouse/Business Intelligence Developer - Level I,CDK Global,"Destin, FL",None,Apply business rules and data processes to all data warehouse solutions using both standard and client-specific logic....,70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Intelligence Analyst, State & Local Government Digital Transformation","Amazon Web Services, Inc.","Herndon, VA",None,"3+ years of experience in analytics, business analysis, data science, business intelligence , or a related field....",75635.4947428876,0,C,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst,Language Services Associates,"Horsham, PA",None,"MCSE Business Intelligence certification). 5 + years of Business Intelligence application development using the Microsoft Business Intelligence stack (SSIS,...",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENIOR ANALYST - BUSINESS INTELLIGENCE,Boyd Gaming Corporate,"Las Vegas, NV",None,"Knowledgeable in business intelligence and report writing tools such as Cognos, DeFacto, MicroStrategy, Tableau and SQL as examples....",70120.3891079482,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Report Analyst,CGI Veterans Jobs,"Baton Rouge, LA",None,Business Intelligence Report Analyst. It is an extraordinary time to be in business . Be part of building one of the largest independent technology and business ...,69923.12253253056,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Business Intelligence Developer,Expeditors,"Mobile, AL",None,Analytical / Visual / Business Intelligence report development experience. Understand and communicate operational exceptions to Account & Product Managers in...,72549.68562648966,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analytics Summer 2019 Paid Intern,Combined Insurance,"Chicago, IL",None,"Pursuing Master’s degree in Business Administration or Business Analytics. Top candidates will understand and apply key aspects of business intelligence ,...",70120.3891079482,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Business Intelligence,goPuff,"Philadelphia, PA",None,"2+ years of relevant work experience in business intelligence and data analytics. As the Business Intelligence Data Analyst at goPuff, you’ll be responsible for...",71068.106152059,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior BI Analyst,"Decision Source, Inc.","Brentwood, TN",None,We are seeking a BI Analyst for our growing Data Warehousing and Business Intelligence consulting practice....,72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analytics Engineer, Experimentation",Spotify,"New York, NY",None,"You have at least 4 years of experience in a similar business intelligence , data engineering, or data analysis role and a degree in science, computer science,...",72734.57980044349,0,I,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Requirements Analyst; Active CBP BI - 3 month project,General Dynamics Information Technology,"Crystal City, VA",None,"GDIT provides technical support services to the Office of Acquisition (OA) of the U.S. Customs and Border Protection (CBP), the nation’s largest law...",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR ANALYST-BUSINESS INTELLIGENCE,Cincinnati Children's Hospital,"Cincinnati, OH",None,"2 years of Business Intelligence experience (Epic). Provide educational, technical and analytic support to Business Intelligence Analyst(s)....",72549.68562648966,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019 Technology Internship (Computer Science) Atlanta,T-Mobile,"Atlanta, GA",None,"Software Engineer intern located in Atlanta, GA will and develop internal and external business systems/applications, systems interfaces, databases, reporting,...",70908.54176338225,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Business Intelligence Analyst,Vanderbilt University Medical Center,"Nashville, TN",None,Develops requirements for Business intelligence solutions independently. BUSINESS INTELLIGENCE TOOLS (INTERMEDIATE):- Demonstrates a thorough understanding of...,72592.83758322042,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager – Business Intelligence,Franciscan Missionaries of Our Lady Health System,"Baton Rouge, LA",None,"Business intelligence tools (universes, cubes); The Manager Business Intelligence facilitates coordination and collaboration with FMOLHS Information Services in...",72592.83758322042,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manager, Business Intelligence",Subway,"Miami, FL",None,"Interprets data to identify business trends, conduct root cause analysis of business problems, or suggest areas for process improvement....",75665.31085231759,0,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manager, Business Intelligence Architecture",CRATE & BARREL,"Northbrook, IL",None,"The Manager, Business Intelligence Architecture will be responsible for architecting, designing, developing and administering enterprise BI systems....",78608.25930146637,1,E,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
